domicilio,servicios-con-los-que-cuenta,capacidad-de-familias,capacidad-de-personas,nombre-del-municipio,region,entidad,nombre-del-enlace-regional,uso-del-inmueble,nombre-de-la-localidad,coordenada-y,nombre-del-inmueble,coordenada-x
DOMICILIO CONOCIDO,SIN DATO,28.0,60.0,ACTOPAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SIN DATO,SANTA ROSA,19.4716191628,TELEBACHILLERATO SANTA ROSA,-96.4664672912
DOMICILIO CONOCIDO,SIN DATO,28.0,60.0,ACTOPAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SIN DATO,SANTA ROSA,19.4714197061,CASA DEL CAMPESINO SALON EJIDAL,-96.4643259942
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",50.0,180.0,ACTOPAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,LOS IDOLOS,19.4119444444,TELESECUNDARIA SALVADOR ALLENDE,-96.5180555556
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",46.0,120.0,ACTOPAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,LA ESPERANZA,19.4786111111,ESCUELA PRIMARIA VICENTE GUERRERO,-96.5611111111
DOMICILIO CONOCIDO,"AGUA, LUZ, TELEFONO, BAÑO",14.0,50.0,ACTOPAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,ARROYO DE PIEDRA,19.4497222222,CASA DEL CAMPESINO SALON EJIDAL,-96.4775
PRIVADA MIRADOR 2 COLONIA MIRADOR,"AGUA, LUZ, TELEFONO, BAÑO",5.0,25.0,BANDERILLA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,BANDERILLA,19.5890844875,CASA DEL ABUELO,-96.9437831982
CALLE M. OCAMPO ESQUINA CUAUHTMEC COLONIA CENTRO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,25.0,BANDERILLA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,BANDERILLA,19.591834056,SALON SOCIAL ARIES,-96.9451330196
12 DE DICIEMBRE SIN NUMERO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,25.0,BANDERILLA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,IGLESIA,XALTEPEC,19.5996231441,IGLESIA CATOLICA,-96.9322282998
12 DE DICIEMBRE SIN NUMERO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,25.0,BANDERILLA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,IGLESIA,XALTEPEC,19.5996848983,ANTIGUA CAPILLITA,-96.9327028381
CALLE 15 DE AGOSTO SIN NUMERO,"AGUA, LUZ, TELEFONO, BAÑO",5.0,25.0,BANDERILLA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,TEMPLO,XALTEPEC,19.6002472154,TEMPLO PENTECOSTES GALILEA,-96.9326362372
CALLE EMILIANO ZAPATA SIN NUMERO,"AGUA, LUZ, SANITARIOS",75.0,300.0,CHACALTIANGUIS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,COACOATZINTLA,19.6560885,TELESECUNDARIA (157) DE COACOATZINTLA,-96.9441487
CALLE EMILIANO ZAPATA SIN NUMERO,"AGUA, LUZ, SANITARIOS",250.0,1000.0,CHACALTIANGUIS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,COACOATZINTLA,19.6544225,SALON SOCIAL COACOAZINTLA,-96.9422154
COLONIA AURORA SIN NUMERO,"AGUA, LUZ, SANITARIOS",50.0,200.0,CHACALTIANGUIS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,COACOATZINTLA,19.6465399,ESCUELA PRIMARIA BENITO JUAREZ,-96.9393032
COLONIA CUAUHTEMOC SIN NUMERO,"AGUA, LUZ, SANITARIOS",100.0,400.0,CHACALTIANGUIS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,COACOATZINTLA,19.6493138,ESCUELA PRIMARIA CUAUHTEMOC,-96.9362361
CARRETERA MISANTLA SIN NUMERO A UN COSTADO DE LA IGLESIA,"AGUA, LUZ, SANITARIOS",50.0,200.0,CHICONQUIACO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,CHICONQUIACO,19.7405845049,SALON SOCIAL MUNICIPAL,-96.8239800824
AVENIDA ZARAGOZA SIN NUMERO FRENTE AL PANTEON,"AGUA, LUZ, SANITARIOS",45.0,180.0,CHICONQUIACO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,CHICONQUIACO,19.7400419981,ESCUELA SE SALVADOR DIAZ MIRON,-96.8215945339
AVENIDA ZARAGOZA SIN NUMERO FRENTE A LA GANADERA,"AGUA, LUZ, SANITARIOS",45.0,180.0,CHICONQUIACO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,CHICONQUIACO,19.7419885931,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-96.8179572907
"DOMICILIO CONOCIDO EL HUERFANO, JUNTO A LA UNIDAD MEDICA RURAL IMSS","AGUA, LUZ, SANITARIOS",125.0,500.0,CHICONQUIACO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,EL HUERFANO,19.7402777778,SALON SOCIAL DE LA COMUNIDAD  EL HUERFANO,-96.7447222222
CALLE INDEPENDENCIA ESQUINA 24 DE FEBRERO,"AGUA, LUZ, SANITARIOS",175.0,700.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,RINCONADA,19.3554339658,SALON EJIDAL,-96.5666271407
CARRETERA FEDERAL SIN NUMEROO,"AGUA, LUZ, SANITARIOS",250.0,1000.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,PALO GACHO,19.3906423417,SALON SOCIAL,-96.6346825671
CALLE ANTONIO M. CARLON,"AGUA, LUZ, SANITARIOS",350.0,1500.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,VILLA E. ZAPATA,19.3663856054,CASA DEL CAMPESINO,-96.6583492307
CALLE LUIS F. MORALES COLONIA NINFA VICTORIA,"AGUA, LUZ, SANITARIOS",150.0,700.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,DOS RIOS,19.4841632107,SALON SOCIAL,-96.7994343903
CALLE DIAZ MIRON SIN NUMERO,"AGUA, LUZ, SANITARIOS",200.0,800.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,ESTANZUELA,19.4647309854,CASA DEL CAMPESINO,-96.8558705457
CALLE HIDALGO SIN NUMERO,"AGUA, LUZ, SANITARIOS",300.0,1200.0,EMILIANO ZAPATA,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,EL CHICO,19.4669606522,SALON SOCIAL,-96.8386465602
16 DE SEPTIEMBRE SIN NUMERO,"AGUA, LUZ, SANITARIOS",300.0,1200.0,JILOTEPEC,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,JILOTEPEC,19.60985,SALON SOCIAL,-96.951011
20 DE NOVIEMBRE SIN NUMERO,"AGUA, LUZ, SANITARIOS",500.0,2000.0,JILOTEPEC,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,LA CONCEPCION,19.60706,SALON SOCIAL,-96.90358
BENITO JUAREZ SIN NUMERO,"AGUA, LUZ, SANITARIOS",375.0,1500.0,JILOTEPEC,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,PASO SAN JUAN,19.588576,SALON SOCIAL,-96.874773
PLAZA DE ARMAS NUMERO 8 COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",375.0,1500.0,LANDERO Y COSS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,LANDERO Y COSS,19.734071,CASA DE LA CULTURA (A UN COSTADO DEL PALACIO MUNICIPAL),-96.852031
MIGUEL LERDO SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",500.0,2000.0,LANDERO Y COSS,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,LANDERO Y COSS,19.734167,SALON SOCIAL (BAJOS DEL PALACIO MUNICIPAL),-96.851944
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",125.0,500.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,NAOLINCO DE VICTORIA,19.6549884356,ESCUELA PRIMARIA LUIS G. FLORES,-96.8736569652
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",500.0,2000.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,NAOLINCO DE VICTORIA,19.653936924,SALON SOCIAL SAYAGO,-96.8732686109
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,IGLESIA,NAOLINCO DE VICTORIA,19.6542046618,PARROQUIA SAN MATEO,-96.873342693
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",125.0,500.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,SAN MARCOS,19.6336111111,ESCUELA PRIMARIA LICENCIADO BENITO JUAREZ GARCIA,-96.8763888889
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",63.0,250.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,MESA DE ESPINAL,19.6244444444,ESCUELA PRIMARIA ADOLFO M. SOSA,-96.8725
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",375.0,1500.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,ESPINAL,19.6502777778,SALON SOCIAL,-96.8227777778
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,SAN MIGUEL AGUASELOS,19.7080555556,ESCUELA PRIMARIA VICENTE GUERRERO,-96.9030555556
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,BUENA VISTA,19.6269444444,ESCUELA PRIM PATRIA,-96.8244444444
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",100.0,400.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,LAS HALDAS,19.615,ESCUELA PRIMARIA BENITO JUAREZ GARCIA,-96.8344444444
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,EL CAFETAL,19.6513888889,ESCUELA PRIMARIA IGNACIO ZARAGOZA,-96.9072222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",370.0,1500.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,SAN PABLO COPOACAN,19.6513888889,SALON SOCIAL,-96.9072222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",370.0,1500.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,ALMOLONGA,19.5905555556,SALON SOCAIL,-96.7827777778
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",75.0,300.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,TENAMPA,19.6119444444,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-96.8622222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",250.0,1000.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,NARANJILLOS,19.6319444444,SALON SOCIAL,-96.8661111111
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",20.0,100.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,LA PALMA,19.5827777778,ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA,-96.7697222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",35.0,150.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,LA YERBA BUENA,19.5947222222,ESCUELA PRIMARIA BENITO JUAREZ GARCIA,-96.7702777778
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",85.0,350.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,TEPETATES,19.6125,ESCUELA PRIMARIA PROFESOR JOSEMANUEL,-96.81
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",250.0,1000.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,LOS CEDROS,19.6611111111,SALON SOCIAL,-96.8269444444
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,EL CHIRIMOYO,19.6330555556,ESCUELA PRIMARIA PROGRESO,-96.9097222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,CERRO DE LEON,19.6405555556,ESCUELA PRIMARIA FRANCISCO I. MADERO,-96.8247222222
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,CERRO GORDO,19.6586111111,ESCUELA PRIMARIA CERRO GORDO,-96.9105555556
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,EL COPETE,19.6,ESCUELA PRIMARIA EL COPETE,-96.7669444444
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,50.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,IGLESIA,LLANO PASTORES,19.6272222222,IGLESIA,-96.8633333333
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,NAOLINCO,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,OMIQUILLA,19.5719444444,SALON SOCIAL,-96.7625
CALLE PRINCIPAL,"AGUA, LUZ, DRENAJE",75.0,300.0,TONAYAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,SALON,TONAYAN,19.681962,SALON SOCIAL TONAYAN,-96.921857
CONOCIDO,"AGUA, LUZ, SANITARIOS",3.0,10.0,TONAYAN,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO DANILO GONZALEZ RAMIREZ,ESCUELA,CRUZ VERDE,19.6925648655,ESCUELA FRANCISCO VILLA,-96.9208456707
CALLE RAFAEL NIETO ESQUINA FRONTERA SIN NUMERO,"AGUA, LUZ, SANITARIOS",13.0,50.0,CERRO AZUL,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,CLINICA,CERRO AZUL,21.199733102,DISPENSARIO MEDICO CARITAS S.A DE V,-97.7390143095
RAFAEL NIETO SIN NUMERO COLONIA LA PUERTA,"AGUA, LUZ, SANITARIOS",125.0,500.0,CERRO AZUL,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,CLUB SOCIAL,CERRO AZUL,21.1841285033,CUEVA CLUB DE LEONES,-97.7436695411
CARRETERA TUXPAN TAMPICO KM. 55.5 COLONIA BENITO JUAREZ,"AGUA, LUZ, SANITARIOS",10.0,40.0,CERRO AZUL,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,HOTEL,CERRO AZUL,21.1820173234,HOTEL SAN CARLOS,-97.7508466078
AVENIDA HEROICO COLEGIO MILITAR SIN NUMERO COLONIA EL CUATRO,"AGUA, LUZ, SANITARIOS",75.0,300.0,CERRO AZUL,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,CLUB SOCIAL,CERRO AZUL,21.1821598387,CLUB CASINO PETROLERO,-97.7376280542
CALLE RAMON JAUREGUI NUMERO20 COLONIA LA CURVA,"AGUA, LUZ, SANITARIOS",10.0,40.0,CERRO AZUL,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SALON,CERRO AZUL,21.2044259461,SALA PIONEROS,-97.7368264123
AVENIDA TAMIAHUA COMUNIDAD RANCHO NUEVO,SIN DATO,7.0,30.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,RANCHO NUEVO,21.3355264655,CASA CAMPESINA,-97.6718233295
CALLE XALAPA SIN NUMERO COLONIA TAMAULIPAS,SIN DATO,60.0,300.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3582375655,AUDITORIO TAMAULIPAS,-97.6925134908
CALLE AQUILES SERDAN Y JAVIER MINA COLONIA LAS DELICIAS,SIN DATO,22.0,90.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3517877079,ESCUELA PRIMARIA 5 DE MAYO,-97.6758694722
AVENIDA MORELOS SIN NUMERO COLONIA PETROLERA,SIN DATO,30.0,120.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3344137616,ESCUELA DE BACH. 18 DE MARZO,-97.689351852
AVENIDA EMPLEADOS SIN NUMERO COLONIA MARIANO ESCOBEDO,SIN DATO,75.0,300.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3461381162,SALON SE 25 DEL S.T.P.R.M.,-97.6891286549
COLONIA CENTRO,SIN DATO,75.0,300.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3485398901,AUDITORIO MUNICIPAL,-97.6835888529
ZONA INDUSTRIAL PEMEX,SIN DATO,100.0,400.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3464628678,ESCUELA PRIMARIA ART. 123 INGENIERO ANTONIO M. AMOR,-97.6928782488
EJERCITO NACIONAL SIN NUMERO,SIN DATO,300.0,1500.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,ZONA INDUSTRIAL PEMEX,21.3607421842,EX-MAQUILADORA,-97.6884608106
CALLE  SAN DIEGO N. 55 ESQUINA ZACAMIXTLE COLONIA FAJA DE ORO,SIN DATO,25.0,100.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,NARANJOS,21.3335507009,IGLESIA MARTIRES MEXICANOS,-97.6836053789
AVENIDA TAMIAHUA COMUNIDAD RANCHO NUEVO,SIN DATO,15.0,60.0,NARANJOS AMATLAN,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO JORGE ROBERTO ROJAS HERNÁNDEZ,SIN DATO,RANCHO NUEVO,21.3355555556,ESCUELA PRIMARIA MARCO ANTONIO MUÑOS,-97.6722222222
AVENIDA VERACRUZ ESQUINA RUBI COLONIA TIERRA Y LIBERTAD,"AGUA, LUZ, SANITARIOS",13.0,50.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.129495017,DIF MUNICIPAL,-94.4533348612
CALLE CONSTITUCION ESQUINA PINO SUAREZ COLONIA BENITO JUAREZ NORTE,"AGUA, LUZ, SANITARIOS",18.0,70.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.1381292165,CRUZ ROJA MEXICANA,-94.4358567903
AVENIDA UNIVERSIDAD KM 9.5 COLONIA EL TESORO,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.1396274484,CENTRO DE DESARROLLO INFANTIL (CENDI),-94.4939158235
CALLE ROMAN MARIN NUMERO 1000 COLONIA MANUEL AVILA CAMACHO,"AGUA, LUZ, SANITARIOS",9.0,35.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.1419958373,INAPAM,-94.423639842
AVENIDA SOLEDAD DE DOBLADO ESQUINA CONSPIRADORES DE QUERETARO COLONIA NUEVA OBRERA,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.124295305,GIMNASIO POPULAR,-94.4538663677
AVENIDA UNIVERSIDAD ESQUINA COLONIA TERESA MORALES,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,COATZACOALCOS,18.1359959799,GIMNASIO POPULAR,-94.5024285636
CALLE MORELOS ESQUINA LERDO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",10.0,40.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,VILLA ALLENDE,18.1516141215,DIF MUNICIPAL,-94.4038236979
CALLE MADERO ESQUINA INDEPENDENCIA,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,VILLA ALLENDE,18.1553153317,ESCUELA SE TE NUMERO 73,-94.3991374258
CALLE DIAZ MIRON SIN NUMERO ENTRE BELISARIO DOMINGUEZ Y REBSAMEN COLONIA NUEVA PAJARITOS,"AGUA, LUZ, SANITARIOS",20.0,80.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,VILLA ALLENDE,18.1584163317,ESCUELA PRIMARIA FRANCISCO BALDERAS GUTIERREZ,-94.3906728167
CALLE LAZARO CARDENAS SIN NUMERO,"AGUA, LUZ, SANITARIOS",13.0,50.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,CONGREGACION DE MUNDO NUEVO,18.0918245413,AGENCIA MUNICIPAL,-94.3906425249
